eventdate,series,video,site_name,site_type,starts,siteTypeStarts,nameOfDay,startOfWeek
2019-03-29,Friends,The One with the Girl from Poughkeepsie,Bravo Apple TV App,Watch,1823,2092293,Friday,2019-03-25
2019-03-29,Friends,The One with the Girl from Poughkeepsie,Bravo FireTV App,Watch,1809,2092293,Friday,2019-03-25
2019-04-10,Friends,The One with the Girl from Poughkeepsie,Bravo FireTV App,Watch,1803,2092293,Wednesday,2019-04-08
2019-04-12,Friends,The One with the Girl from Poughkeepsie,Bravo Android TV App,Watch,1802,2092293,Friday,2019-04-08
2019-04-11,Friends,The One with the Girl from Poughkeepsie,Comcast Xfinity MVPD,MVPD,1798,701834,Thursday,2019-04-08
2019-04-01,Friends,The One with the Girl from Poughkeepsie,Bravo iPad App,Watch,1784,2092293,Monday,2019-04-01
2019-04-08,Friends,The One with the Girl from Poughkeepsie,Dish Anywhere MVPD,MVPD,1779,701834,Monday,2019-04-08
2019-03-29,Friends,The One with the Girl from Poughkeepsie,DirecTV Now DMVPD,DMVPD,1778,821088,Friday,2019-03-25
2019-04-11,Friends,The One with the Girl from Poughkeepsie,YouTube TV,DMVPD,1771,821088,Thursday,2019-04-08
2019-04-11,Friends,The One with the Girl from Poughkeepsie,Hulu Classic,SVOD,1763,257492,Thursday,2019-04-08
2019-03-29,Friends,The One with the Girl from Poughkeepsie,Hulu Plus,SVOD,1758,257492,Friday,2019-03-25
2019-04-01,Friends,The One with the Girl from Poughkeepsie,Hulu Plus,SVOD,1757,257492,Monday,2019-04-01
2019-04-02,Friends,The One with the Girl from Poughkeepsie,YouTube TV,DMVPD,1755,821088,Tuesday,2019-04-01
2019-03-31,Friends,The One with the Girl from Poughkeepsie,Bravo Android TV App,Watch,1754,2092293,Sunday,2019-03-25
2019-04-05,Friends,The One with the Girl from Poughkeepsie,Bravo Chromecast App,Watch,1734,2092293,Friday,2019-04-01
2019-04-08,Friends,The One with the Girl from Poughkeepsie,DirecTV Everywhere MVPD,MVPD,1732,701834,Monday,2019-04-08
2019-04-08,Friends,The One with the Girl from Poughkeepsie,Bravo Chromecast App,Watch,1728,2092293,Monday,2019-04-08
2019-04-01,Friends,The One with the Girl from Poughkeepsie,Dish Anywhere MVPD,MVPD,1712,701834,Monday,2019-04-01
2019-04-01,Friends,The One with the Girl from Poughkeepsie,Bravo FireTV App,Watch,1712,2092293,Monday,2019-04-01
2019-03-29,Friends,The One with the Girl from Poughkeepsie,Bravo Samsung Smart TV App,Watch,1686,2092293,Friday,2019-03-25
2019-04-12,Friends,The One with the Girl from Poughkeepsie,Sony Vue DMVPD,DMVPD,1683,821088,Friday,2019-04-08
2019-04-01,Friends,The One with the Girl from Poughkeepsie,Bravo Samsung Smart TV App,Watch,1680,2092293,Monday,2019-04-01
2019-04-09,Friends,The One with the Girl from Poughkeepsie,Hulu Classic,SVOD,1672,257492,Tuesday,2019-04-08
2019-04-03,Friends,The One with the Girl from Poughkeepsie,Bravo Roku App,Watch,1664,2092293,Wednesday,2019-04-01
2019-04-06,Friends,The One with the Girl from Poughkeepsie,Bravo iPad App,Watch,1662,2092293,Saturday,2019-04-01
2019-04-04,Friends,The One with the Girl from Poughkeepsie,Sony Vue DMVPD,DMVPD,1659,821088,Thursday,2019-04-01
2019-03-30,Friends,The One with the Girl from Poughkeepsie,SlingTV DMVPD,DMVPD,1654,821088,Saturday,2019-03-25
2019-03-30,Friends,The One with the Girl from Poughkeepsie,Bravo FireTV App,Watch,1643,2092293,Saturday,2019-03-25
2019-03-31,Friends,The One with the Girl from Poughkeepsie,Bravo Chromecast App,Watch,1643,2092293,Sunday,2019-03-25
2019-04-07,Friends,The One with the Girl from Poughkeepsie,Bravo iPad App,Watch,1631,2092293,Sunday,2019-04-01
2019-04-08,Friends,The One with the Girl from Poughkeepsie,Bravo Android Tablet Apps,Watch,1629,2092293,Monday,2019-04-08
2019-04-01,Friends,The One with the Girl from Poughkeepsie,Verizon FiOS,MVPD,1608,701834,Monday,2019-04-01
2019-04-07,Friends,The One with the Girl from Poughkeepsie,Bravo Roku App,Watch,1603,2092293,Sunday,2019-04-01
2019-03-29,Friends,The One with the Girl from Poughkeepsie,Bravo iPad App,Watch,1598,2092293,Friday,2019-03-25
2019-04-02,Friends,The One with the Girl from Poughkeepsie,DirecTV Now DMVPD,DMVPD,1588,821088,Tuesday,2019-04-01
2019-04-03,Friends,The One with the Girl from Poughkeepsie,SlingTV DMVPD,DMVPD,1581,821088,Wednesday,2019-04-01
2019-04-04,Friends,The One with the Girl from Poughkeepsie,Bravo iPhone App,Watch,1574,2092293,Thursday,2019-04-01
2019-04-08,Friends,The One with the Girl from Poughkeepsie,Hulu Plus,SVOD,1562,257492,Monday,2019-04-08
2019-04-09,Friends,The One with the Girl from Poughkeepsie,Hulu Plus,SVOD,1559,257492,Tuesday,2019-04-08
2019-04-02,Friends,The One with the Girl from Poughkeepsie,Hulu Classic,SVOD,1550,257492,Tuesday,2019-04-01
2019-04-04,Friends,The One with the Girl from Poughkeepsie,SlingTV DMVPD,DMVPD,1542,821088,Thursday,2019-04-01
2019-04-09,Friends,The One with the Girl from Poughkeepsie,Bravo Android Tablet Apps,Watch,1542,2092293,Tuesday,2019-04-08
2019-04-03,Friends,The One with the Girl from Poughkeepsie,YouTube TV,DMVPD,1536,821088,Wednesday,2019-04-01
2019-04-09,Friends,The One with the Girl from Poughkeepsie,Bravo Apple TV App,Watch,1531,2092293,Tuesday,2019-04-08
2019-04-03,Friends,The One with the Girl from Poughkeepsie,Sony Vue DMVPD,DMVPD,1530,821088,Wednesday,2019-04-01
2019-04-10,Friends,The One with the Girl from Poughkeepsie,Bravo Apple TV App,Watch,1529,2092293,Wednesday,2019-04-08
2019-03-30,Friends,The One with the Girl from Poughkeepsie,Sony Vue DMVPD,DMVPD,1528,821088,Saturday,2019-03-25
2019-04-04,Friends,The One with the Girl from Poughkeepsie,Hulu Classic,SVOD,1526,257492,Thursday,2019-04-01
2019-04-07,Friends,The One with the Girl from Poughkeepsie,Bravo iPhone App,Watch,1523,2092293,Sunday,2019-04-01
2019-03-31,Friends,The One with the Girl from Poughkeepsie,Dish Anywhere MVPD,MVPD,1517,701834,Sunday,2019-03-25
2019-04-05,Friends,The One with the Girl from Poughkeepsie,Bravo iPad App,Watch,1517,2092293,Friday,2019-04-01
2019-03-29,Friends,The One with the Girl from Poughkeepsie,Bravo Android TV App,Watch,1512,2092293,Friday,2019-03-25
2019-04-12,Friends,The One with the Girl from Poughkeepsie,Bravo iPhone App,Watch,1504,2092293,Friday,2019-04-08
2019-03-30,Friends,The One with the Girl from Poughkeepsie,Bravo Android TV App,Watch,1489,2092293,Saturday,2019-03-25
2019-04-03,Friends,The One with the Girl from Poughkeepsie,DirecTV Now DMVPD,DMVPD,1484,821088,Wednesday,2019-04-01
2019-04-02,Friends,The One with the Girl from Poughkeepsie,Verizon FiOS,MVPD,1483,701834,Tuesday,2019-04-01
2019-04-05,Friends,The One with the Girl from Poughkeepsie,Dish Anywhere MVPD,MVPD,1476,701834,Friday,2019-04-01
2019-04-05,Friends,The One with the Girl from Poughkeepsie,Bravo Samsung Smart TV App,Watch,1472,2092293,Friday,2019-04-01
2019-04-02,Friends,The One with the Girl from Poughkeepsie,Bravo iPhone App,Watch,1469,2092293,Tuesday,2019-04-01
2019-04-03,Friends,The One with the Girl from Poughkeepsie,Dish Anywhere MVPD,MVPD,1464,701834,Wednesday,2019-04-01
2019-04-06,Friends,The One with the Girl from Poughkeepsie,SlingTV DMVPD,DMVPD,1461,821088,Saturday,2019-04-01
2019-04-12,Friends,The One with the Girl from Poughkeepsie,Bravo FEP,Watch,1456,2092293,Friday,2019-04-08
2019-04-03,Friends,The One with the Girl from Poughkeepsie,Bravo iPhone App,Watch,1449,2092293,Wednesday,2019-04-01
2019-04-01,Friends,The One with the Girl from Poughkeepsie,DirecTV Now DMVPD,DMVPD,1447,821088,Monday,2019-04-01
2019-04-02,Friends,The One with the Girl from Poughkeepsie,Dish Anywhere MVPD,MVPD,1442,701834,Tuesday,2019-04-01
2019-03-29,Friends,The One with the Girl from Poughkeepsie,Sony Vue DMVPD,DMVPD,1440,821088,Friday,2019-03-25
2019-04-02,Friends,The One with the Girl from Poughkeepsie,Bravo iPad App,Watch,1426,2092293,Tuesday,2019-04-01
2019-04-06,Friends,The One with the Girl from Poughkeepsie,Bravo iPhone App,Watch,1411,2092293,Saturday,2019-04-01
2019-03-31,Friends,The One with the Girl from Poughkeepsie,DirecTV Now DMVPD,DMVPD,1407,821088,Sunday,2019-03-25
2019-04-10,Friends,The One with the Girl from Poughkeepsie,Hulu Plus,SVOD,1396,257492,Wednesday,2019-04-08
2019-04-06,Friends,The One with the Girl from Poughkeepsie,Bravo Apple TV App,Watch,1390,2092293,Saturday,2019-04-01
2019-04-06,Friends,The One with the Girl from Poughkeepsie,Bravo Android Tablet Apps,Watch,1378,2092293,Saturday,2019-04-01
2019-04-02,Friends,The One with the Girl from Poughkeepsie,Bravo Android TV App,Watch,1374,2092293,Tuesday,2019-04-01
2019-04-03,Friends,The One with the Girl from Poughkeepsie,Bravo Android TV App,Watch,1371,2092293,Wednesday,2019-04-01
2019-04-07,Friends,The One with the Girl from Poughkeepsie,Hulu Classic,SVOD,1370,257492,Sunday,2019-04-01
2019-04-05,Friends,The One with the Girl from Poughkeepsie,Bravo Android Tablet Apps,Watch,1360,2092293,Friday,2019-04-01
2019-04-11,Friends,The One with the Girl from Poughkeepsie,Bravo FireTV App,Watch,1359,2092293,Thursday,2019-04-08
2019-04-08,Friends,The One with the Girl from Poughkeepsie,SlingTV DMVPD,DMVPD,1357,821088,Monday,2019-04-08
2019-03-31,Friends,The One with the Girl from Poughkeepsie,Bravo Android Tablet Apps,Watch,1355,2092293,Sunday,2019-03-25
2019-04-10,Friends,The One with the Girl from Poughkeepsie,Bravo Android TV App,Watch,1351,2092293,Wednesday,2019-04-08
2019-03-31,Friends,The One with the Girl from Poughkeepsie,Bravo Apple TV App,Watch,1350,2092293,Sunday,2019-03-25
2019-04-07,Friends,The One with the Girl from Poughkeepsie,Bravo FEP,Watch,1350,2092293,Sunday,2019-04-01
2019-03-31,Friends,The One with the Girl from Poughkeepsie,Bravo Roku App,Watch,1339,2092293,Sunday,2019-03-25
2019-04-04,Friends,The One with the Girl from Poughkeepsie,DirecTV Everywhere MVPD,MVPD,1334,701834,Thursday,2019-04-01
2019-04-06,Friends,The One with the Girl from Poughkeepsie,Bravo FireTV App,Watch,1326,2092293,Saturday,2019-04-01
2019-04-02,Friends,The One with the Girl from Poughkeepsie,Comcast Xfinity MVPD,MVPD,1317,701834,Tuesday,2019-04-01
2019-04-12,Friends,The One with the Girl from Poughkeepsie,Bravo FireTV App,Watch,1312,2092293,Friday,2019-04-08
2019-04-09,Friends,The One with the Girl from Poughkeepsie,Bravo iPad App,Watch,1308,2092293,Tuesday,2019-04-08
2019-03-31,Friends,The One with the Girl from Poughkeepsie,Hulu Classic,SVOD,1302,257492,Sunday,2019-03-25
2019-04-09,Friends,The One with the Girl from Poughkeepsie,Bravo Android TV App,Watch,1299,2092293,Tuesday,2019-04-08
2019-04-10,Friends,The One with the Girl from Poughkeepsie,Bravo iPad App,Watch,1298,2092293,Wednesday,2019-04-08
2019-04-07,Friends,The One with the Girl from Poughkeepsie,DirecTV Everywhere MVPD,MVPD,1293,701834,Sunday,2019-04-01
2019-04-05,Friends,The One with the Girl from Poughkeepsie,Bravo FireTV App,Watch,1291,2092293,Friday,2019-04-01
2019-04-10,Friends,The One with the Girl from Poughkeepsie,DirecTV Everywhere MVPD,MVPD,1285,701834,Wednesday,2019-04-08
2019-04-08,Friends,The One with the Girl from Poughkeepsie,DirecTV Now DMVPD,DMVPD,1278,821088,Monday,2019-04-08
2019-04-06,Friends,The One with the Girl from Poughkeepsie,Bravo Chromecast App,Watch,1271,2092293,Saturday,2019-04-01
2019-04-10,Friends,The One with the Girl from Poughkeepsie,Bravo Samsung Smart TV App,Watch,1268,2092293,Wednesday,2019-04-08
2019-04-08,Friends,The One with the Girl from Poughkeepsie,YouTube TV,DMVPD,1259,821088,Monday,2019-04-08
2019-04-03,Friends,The One with the Girl from Poughkeepsie,Hulu Plus,SVOD,1255,257492,Wednesday,2019-04-01
2019-04-03,Friends,The One with the Girl from Poughkeepsie,Bravo iPad App,Watch,1244,2092293,Wednesday,2019-04-01
2019-04-05,Friends,The One with the Girl from Poughkeepsie,YouTube TV,DMVPD,1242,821088,Friday,2019-04-01
2019-04-05,Friends,The One with the Girl from Poughkeepsie,SlingTV DMVPD,DMVPD,1239,821088,Friday,2019-04-01
2019-03-31,Friends,The One with the Girl from Poughkeepsie,Bravo iPad App,Watch,1230,2092293,Sunday,2019-03-25
2019-04-11,Friends,The One with the Girl from Poughkeepsie,Bravo iPhone App,Watch,1219,2092293,Thursday,2019-04-08
2019-04-12,Friends,The One with the Girl from Poughkeepsie,Bravo iPad App,Watch,1218,2092293,Friday,2019-04-08
2019-04-05,Friends,The One with the Girl from Poughkeepsie,Sony Vue DMVPD,DMVPD,1203,821088,Friday,2019-04-01
2019-04-04,Friends,The One with the Girl from Poughkeepsie,DirecTV Now DMVPD,DMVPD,1192,821088,Thursday,2019-04-01
2019-04-03,Friends,The One with the Girl from Poughkeepsie,Bravo Android Tablet Apps,Watch,1191,2092293,Wednesday,2019-04-01
2019-04-07,Friends,The One with the Girl from Poughkeepsie,Bravo Apple TV App,Watch,1187,2092293,Sunday,2019-04-01
2019-04-11,Friends,The One with the Girl from Poughkeepsie,Sony Vue DMVPD,DMVPD,1183,821088,Thursday,2019-04-08
2019-03-31,Friends,The One with the Girl from Poughkeepsie,DirecTV Everywhere MVPD,MVPD,1177,701834,Sunday,2019-03-25
2019-04-09,Friends,The One with the Girl from Poughkeepsie,Comcast Xfinity MVPD,MVPD,1177,701834,Tuesday,2019-04-08
2019-04-08,Friends,The One with the Girl from Poughkeepsie,Hulu Classic,SVOD,1174,257492,Monday,2019-04-08
2019-04-08,Friends,The One with the Girl from Poughkeepsie,Bravo FireTV App,Watch,1173,2092293,Monday,2019-04-08
2019-03-31,Friends,The One with the Girl from Poughkeepsie,Hulu Plus,SVOD,1163,257492,Sunday,2019-03-25
2019-04-06,Friends,The One with the Girl from Poughkeepsie,DirecTV Everywhere MVPD,MVPD,1152,701834,Saturday,2019-04-01
2019-04-10,Friends,The One with the Girl from Poughkeepsie,YouTube TV,DMVPD,1147,821088,Wednesday,2019-04-08
2019-03-30,Friends,The One with the Girl from Poughkeepsie,Bravo Android Tablet Apps,Watch,1142,2092293,Saturday,2019-03-25
2019-04-02,Friends,The One with the Girl from Poughkeepsie,Bravo Android Tablet Apps,Watch,1141,2092293,Tuesday,2019-04-01
2019-03-29,Friends,The One with the Girl from Poughkeepsie,Bravo iPhone App,Watch,1130,2092293,Friday,2019-03-25
2019-04-06,Friends,The One with the Girl from Poughkeepsie,Dish Anywhere MVPD,MVPD,1123,701834,Saturday,2019-04-01
2019-03-29,Friends,The One with the Girl from Poughkeepsie,Bravo Android Tablet Apps,Watch,1113,2092293,Friday,2019-03-25
2019-04-12,Friends,The One with the Girl from Poughkeepsie,SlingTV DMVPD,DMVPD,1110,821088,Friday,2019-04-08
2019-04-12,Friends,The One with the Girl from Poughkeepsie,Bravo Roku App,Watch,1107,2092293,Friday,2019-04-08
2019-04-11,Friends,The One with the Girl from Poughkeepsie,Hulu Plus,SVOD,1106,257492,Thursday,2019-04-08
2019-04-09,Friends,The One with the Girl from Poughkeepsie,DirecTV Now DMVPD,DMVPD,1098,821088,Tuesday,2019-04-08
2019-04-09,Friends,The One with the Girl from Poughkeepsie,SlingTV DMVPD,DMVPD,1098,821088,Tuesday,2019-04-08
2019-04-09,Friends,The One with the Girl from Poughkeepsie,Bravo FEP,Watch,1084,2092293,Tuesday,2019-04-08
2019-03-31,Friends,The One with the Girl from Poughkeepsie,YouTube TV,DMVPD,1061,821088,Sunday,2019-03-25
2019-03-31,Friends,The One with the Girl from Poughkeepsie,Comcast Xfinity MVPD,MVPD,1047,701834,Sunday,2019-03-25
2019-04-09,Friends,The One with the Girl from Poughkeepsie,Sony Vue DMVPD,DMVPD,1046,821088,Tuesday,2019-04-08
2019-04-11,Friends,The One with the Girl from Poughkeepsie,Bravo Chromecast App,Watch,1030,2092293,Thursday,2019-04-08
2019-04-10,Friends,The One with the Girl from Poughkeepsie,Comcast Xfinity MVPD,MVPD,1023,701834,Wednesday,2019-04-08
2019-04-04,Friends,The One with the Girl from Poughkeepsie,Bravo Android TV App,Watch,1022,2092293,Thursday,2019-04-01
2019-04-06,Friends,The One with the Girl from Poughkeepsie,Comcast Xfinity MVPD,MVPD,1008,701834,Saturday,2019-04-01
2019-03-29,Friends,The One with the Girl from Poughkeepsie,YouTube TV,DMVPD,1007,821088,Friday,2019-03-25
2019-03-31,Friends,The One with the Girl from Poughkeepsie,Bravo FEP,Watch,1002,2092293,Sunday,2019-03-25
2019-04-10,Friends,The One with the Girl from Poughkeepsie,Hulu Classic,SVOD,1000,257492,Wednesday,2019-04-08
2019-04-04,Friends,The One with the Girl from Poughkeepsie,Comcast Xfinity MVPD,MVPD,995,701834,Thursday,2019-04-01
2019-04-10,Friends,The One with the Girl from Poughkeepsie,Sony Vue DMVPD,DMVPD,968,821088,Wednesday,2019-04-08
2019-04-04,Friends,The One with the Girl from Poughkeepsie,Bravo Roku App,Watch,962,2092293,Thursday,2019-04-01
2019-04-01,Friends,The One with the Girl from Poughkeepsie,Bravo FEP,Watch,949,2092293,Monday,2019-04-01
2019-04-10,Friends,The One with the Girl from Poughkeepsie,Bravo iPhone App,Watch,936,2092293,Wednesday,2019-04-08
2019-03-29,Friends,The One with the Girl from Poughkeepsie,Hulu Classic,SVOD,933,257492,Friday,2019-03-25
2019-04-08,Friends,The One with the Girl from Poughkeepsie,Comcast Xfinity MVPD,MVPD,932,701834,Monday,2019-04-08
2019-03-30,Friends,The One with the Girl from Poughkeepsie,Bravo Roku App,Watch,928,2092293,Saturday,2019-03-25
2019-04-02,Friends,The One with the Girl from Poughkeepsie,Bravo Samsung Smart TV App,Watch,924,2092293,Tuesday,2019-04-01
2019-04-07,Friends,The One with the Girl from Poughkeepsie,Bravo Chromecast App,Watch,916,2092293,Sunday,2019-04-01
2019-04-07,Friends,The One with the Girl from Poughkeepsie,Comcast Xfinity MVPD,MVPD,915,701834,Sunday,2019-04-01
2019-03-30,Friends,The One with the Girl from Poughkeepsie,Bravo iPad App,Watch,913,2092293,Saturday,2019-03-25
2019-04-12,Friends,The One with the Girl from Poughkeepsie,Bravo Apple TV App,Watch,912,2092293,Friday,2019-04-08
2019-03-30,Friends,The One with the Girl from Poughkeepsie,Bravo Chromecast App,Watch,893,2092293,Saturday,2019-03-25
2019-03-31,Friends,The One with the Girl from Poughkeepsie,Bravo iPhone App,Watch,890,2092293,Sunday,2019-03-25
2019-04-11,Friends,The One with the Girl from Poughkeepsie,Bravo Samsung Smart TV App,Watch,890,2092293,Thursday,2019-04-08
2019-04-10,Friends,The One with the Girl from Poughkeepsie,SlingTV DMVPD,DMVPD,887,821088,Wednesday,2019-04-08
2019-03-31,Friends,The One with the Girl from Poughkeepsie,Bravo FireTV App,Watch,878,2092293,Sunday,2019-03-25
2019-04-12,Friends,The One with the Girl from Poughkeepsie,DirecTV Everywhere MVPD,MVPD,844,701834,Friday,2019-04-08
2019-03-30,Friends,The One with the Girl from Poughkeepsie,Bravo iPhone App,Watch,838,2092293,Saturday,2019-03-25
2019-04-09,Friends,The One with the Girl from Poughkeepsie,Bravo iPhone App,Watch,821,2092293,Tuesday,2019-04-08
2019-04-09,Friends,The One with the Girl from Poughkeepsie,Bravo Chromecast App,Watch,811,2092293,Tuesday,2019-04-08
2019-04-07,Friends,The One with the Girl from Poughkeepsie,Bravo Android Tablet Apps,Watch,802,2092293,Sunday,2019-04-01
2019-04-06,Friends,The One with the Girl from Poughkeepsie,Bravo FEP,Watch,800,2092293,Saturday,2019-04-01
2019-03-31,Friends,The One with the Girl from Poughkeepsie,Verizon FiOS,MVPD,798,701834,Sunday,2019-03-25
2019-04-01,Friends,The One with the Girl from Poughkeepsie,Bravo Chromecast App,Watch,796,2092293,Monday,2019-04-01
2019-04-10,Friends,The One with the Girl from Poughkeepsie,Bravo Roku App,Watch,795,2092293,Wednesday,2019-04-08
2019-04-02,Friends,The One with the Girl from Poughkeepsie,Bravo FEP,Watch,790,2092293,Tuesday,2019-04-01
2019-04-03,Friends,The One with the Girl from Poughkeepsie,Verizon FiOS,MVPD,790,701834,Wednesday,2019-04-01
2019-03-29,Friends,The One with the Girl from Poughkeepsie,DirecTV Everywhere MVPD,MVPD,789,701834,Friday,2019-03-25
2019-04-09,Friends,The One with the Girl from Poughkeepsie,YouTube TV,DMVPD,774,821088,Tuesday,2019-04-08
2019-04-07,Friends,The One with the Girl from Poughkeepsie,Hulu Plus,SVOD,763,257492,Sunday,2019-04-01
2019-04-01,Friends,The One with the Girl from Poughkeepsie,YouTube TV,DMVPD,757,821088,Monday,2019-04-01
2019-04-06,Friends,The One with the Girl from Poughkeepsie,DirecTV Now DMVPD,DMVPD,752,821088,Saturday,2019-04-01
2019-03-30,Friends,The One with the Girl from Poughkeepsie,Bravo Apple TV App,Watch,751,2092293,Saturday,2019-03-25
2019-04-06,Friends,The One with the Girl from Poughkeepsie,Verizon FiOS,MVPD,745,701834,Saturday,2019-04-01
2019-04-10,Friends,The One with the Girl from Poughkeepsie,Bravo FEP,Watch,743,2092293,Wednesday,2019-04-08
2019-04-07,Friends,The One with the Girl from Poughkeepsie,DirecTV Now DMVPD,DMVPD,736,821088,Sunday,2019-04-01
2019-04-08,Friends,The One with the Girl from Poughkeepsie,Bravo Apple TV App,Watch,734,2092293,Monday,2019-04-08
2019-04-05,Friends,The One with the Girl from Poughkeepsie,Verizon FiOS,MVPD,705,701834,Friday,2019-04-01
2019-04-06,Friends,The One with the Girl from Poughkeepsie,Bravo Roku App,Watch,690,2092293,Saturday,2019-04-01
2019-03-30,Friends,The One with the Girl from Poughkeepsie,Hulu Classic,SVOD,689,257492,Saturday,2019-03-25
2019-04-09,Friends,The One with the Girl from Poughkeepsie,Verizon FiOS,MVPD,654,701834,Tuesday,2019-04-08
2019-04-07,Friends,The One with the Girl from Poughkeepsie,Bravo FireTV App,Watch,649,2092293,Sunday,2019-04-01
2019-04-04,Friends,The One with the Girl from Poughkeepsie,Bravo FEP,Watch,642,2092293,Thursday,2019-04-01
2019-04-09,Friends,The One with the Girl from Poughkeepsie,Bravo FireTV App,Watch,641,2092293,Tuesday,2019-04-08
2019-03-31,Friends,The One with the Girl from Poughkeepsie,SlingTV DMVPD,DMVPD,638,821088,Sunday,2019-03-25
2019-04-08,Friends,The One with the Girl from Poughkeepsie,Sony Vue DMVPD,DMVPD,636,821088,Monday,2019-04-08
2019-04-02,Friends,The One with the Girl from Poughkeepsie,SlingTV DMVPD,DMVPD,616,821088,Tuesday,2019-04-01
2019-04-08,Friends,The One with the Girl from Poughkeepsie,Bravo Android TV App,Watch,611,2092293,Monday,2019-04-08
2019-04-01,Friends,The One with the Girl from Poughkeepsie,DirecTV Everywhere MVPD,MVPD,592,701834,Monday,2019-04-01
2019-04-07,Friends,The One with the Girl from Poughkeepsie,Sony Vue DMVPD,DMVPD,575,821088,Sunday,2019-04-01
2019-04-07,Friends,The One with the Girl from Poughkeepsie,Bravo Android TV App,Watch,555,2092293,Sunday,2019-04-01
2019-04-06,Friends,The One with the Girl from Poughkeepsie,Bravo Android TV App,Watch,547,2092293,Saturday,2019-04-01
2019-04-10,Friends,The One with the Girl from Poughkeepsie,Bravo Chromecast App,Watch,543,2092293,Wednesday,2019-04-08
2019-04-01,Friends,The One with the Girl from Poughkeepsie,SlingTV DMVPD,DMVPD,540,821088,Monday,2019-04-01
2019-04-12,Friends,The One with the Girl from Poughkeepsie,Dish Anywhere MVPD,MVPD,524,701834,Friday,2019-04-08
2019-04-12,Friends,The One with the Girl from Poughkeepsie,Hulu Plus,SVOD,520,257492,Friday,2019-04-08
2019-04-01,Friends,The One with the Girl from Poughkeepsie,Bravo iPhone App,Watch,517,2092293,Monday,2019-04-01
2019-04-01,Friends,The One with the Girl from Poughkeepsie,Bravo Roku App,Watch,516,2092293,Monday,2019-04-01
2019-04-03,Friends,The One with the Girl from Poughkeepsie,Bravo Chromecast App,Watch,516,2092293,Wednesday,2019-04-01
2019-03-30,Friends,The One with the Girl from Poughkeepsie,Comcast Xfinity MVPD,MVPD,507,701834,Saturday,2019-03-25
2019-04-04,Friends,The One with the Girl from Poughkeepsie,Hulu Plus,SVOD,498,257492,Thursday,2019-04-01
2019-04-06,Friends,The One with the Girl from Poughkeepsie,Sony Vue DMVPD,DMVPD,490,821088,Saturday,2019-04-01
2019-04-04,Friends,The One with the Girl from Poughkeepsie,Dish Anywhere MVPD,MVPD,459,701834,Thursday,2019-04-01
2019-04-05,Friends,The One with the Girl from Poughkeepsie,Hulu Classic,SVOD,459,257492,Friday,2019-04-01
2019-04-07,Friends,The One with the Girl from Poughkeepsie,YouTube TV,DMVPD,459,821088,Sunday,2019-04-01
2019-04-03,Friends,The One with the Girl from Poughkeepsie,Hulu Classic,SVOD,443,257492,Wednesday,2019-04-01
2019-04-05,Friends,The One with the Girl from Poughkeepsie,Hulu Plus,SVOD,438,257492,Friday,2019-04-01
2019-04-01,Friends,The One with the Girl from Poughkeepsie,Sony Vue DMVPD,DMVPD,423,821088,Monday,2019-04-01
2019-04-02,Friends,The One with the Girl from Poughkeepsie,Hulu Plus,SVOD,421,257492,Tuesday,2019-04-01
2019-03-29,Friends,The One with the Girl from Poughkeepsie,Bravo FEP,Watch,416,2092293,Friday,2019-03-25
2019-04-08,Friends,The One with the Girl from Poughkeepsie,Bravo FEP,Watch,414,2092293,Monday,2019-04-08
2019-04-03,Friends,The One with the Girl from Poughkeepsie,Bravo FEP,Watch,408,2092293,Wednesday,2019-04-01
2019-04-05,Friends,The One with the Girl from Poughkeepsie,Bravo FEP,Watch,399,2092293,Friday,2019-04-01
2019-04-01,Friends,The One with the Girl from Poughkeepsie,Hulu Classic,SVOD,391,257492,Monday,2019-04-01
2019-04-05,Friends,The One with the Girl from Poughkeepsie,Bravo Apple TV App,Watch,385,2092293,Friday,2019-04-01
2019-04-02,Friends,The One with the Girl from Poughkeepsie,DirecTV Everywhere MVPD,MVPD,384,701834,Tuesday,2019-04-01
2019-04-02,Friends,The One with the Girl from Poughkeepsie,Bravo FireTV App,Watch,379,2092293,Tuesday,2019-04-01
2019-03-30,Friends,The One with the Girl from Poughkeepsie,DirecTV Everywhere MVPD,MVPD,375,701834,Saturday,2019-03-25
2019-04-10,Friends,The One with the Girl from Poughkeepsie,Bravo Android Tablet Apps,Watch,371,2092293,Wednesday,2019-04-08
2019-04-02,Friends,The One with the Girl from Poughkeepsie,Bravo Apple TV App,Watch,370,2092293,Tuesday,2019-04-01
2019-04-12,Friends,The One with the Girl from Poughkeepsie,Hulu Classic,SVOD,364,257492,Friday,2019-04-08
2019-04-11,Friends,The One with the Girl from Poughkeepsie,DirecTV Now DMVPD,DMVPD,358,821088,Thursday,2019-04-08
2019-04-04,Friends,The One with the Girl from Poughkeepsie,Bravo Samsung Smart TV App,Watch,338,2092293,Thursday,2019-04-01
2019-04-04,Friends,The One with the Girl from Poughkeepsie,Bravo Android Tablet Apps,Watch,332,2092293,Thursday,2019-04-01
2019-04-08,Friends,The One with the Girl from Poughkeepsie,Bravo iPad App,Watch,317,2092293,Monday,2019-04-08
2019-04-02,Friends,The One with the Girl from Poughkeepsie,Bravo Roku App,Watch,312,2092293,Tuesday,2019-04-01
